what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116760716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116761126
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116761178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116783365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116807318
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116812319
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361116832740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116836355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116839655
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116840328
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116840735
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116843418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116844712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116852213
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361116876611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116881222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116886124
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116887194
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116887777
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116892271
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361116901159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116905268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116908795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116908970
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116909226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116909698
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116909806
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116916515
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361116935672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116942686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116948441
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116949218
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116949624
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361116953658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116982300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361116991470
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361117006098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117011532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117014939
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361117016245
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361117016838
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361117017706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117021061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117025129
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361117025810
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361117026194
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361117028054
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361117036593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117040653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117043698
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361117047424
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361117048069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117050943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117057091
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361117059710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117064155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117066989
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361117068074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117072101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361117074643
