what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1361972748828
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361972757389
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361972769451
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361972770689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361972774493
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361972778992
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361972779196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1361972788497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361972789545
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361972793573
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361972793804
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361972804515
activated,editor,org.deved.antlride.ui,2.1.2.201108281759,"org.deved.antlride.ui.antlrEditor",1361972804684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361972834243
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361972836071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361972859713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973157077
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361973168846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973187963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973187979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973188153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973284969
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973293464
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361973305216
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973305448
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361973318845
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973319113
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361973326996
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973327224
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361973334713
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973335036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361973381960
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361973386367
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973386583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973397375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973421209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973437091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973444796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973450549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973456225
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361973461996
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973462261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973473874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973488311
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973498404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973508138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973518334
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361973522637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973526849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973677194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973681163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973739487
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973742400
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361973742487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973746237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973763568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973768697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974364071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361974390836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361974407459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974409507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974422366
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361974427130
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974427486
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974427588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361974445523
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361974452004
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974452380
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974452476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361974469896
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361974473331
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974473803
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974473911
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361974478046
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974478453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974478589
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361974487783
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974488106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974488185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974492584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974496509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361974510104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974510839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974529076
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361974531616
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974531985
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974532060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361974548828
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361974550486
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974550700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361974566910
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361974570088
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361974570344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974577721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974577875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1361974590393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361974597878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974604392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974604400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974604528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974840714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974851518
