what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363636083589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1363636090525
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363636092316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1363636094420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363636095025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363636103193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363636105045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363636142793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363636160381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363636174884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363636178334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363636178340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363636183632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363636186538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363636244194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641554601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641565547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641565554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641565720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641625194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1363641631898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641638099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641638271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641644061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641644211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641650527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641659185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641667643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1363641667697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641669354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641676020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641676183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641682724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641682802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363641712520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641740976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641747039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363641753607
