what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361888580533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361891593920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361891627172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361891627331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361891675297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361891679513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892512700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892513876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892555665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892558488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892565384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892581038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892598965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892599234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892625597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892625815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892631530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892631725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892637295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892637503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892643906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892665177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892668967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892682260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892682447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1361892686865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892688197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361892693261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1361892708228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1361892708714
